node_id,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,IsFraud
0,-0.3781309173225737,-0.074788580213207,0.068564153803417,-0.3031604385561304,0.1839525290126307,-0.1830904193992541,-0.0985473071340934,0.453573489284836,0
1,0.5893102438352262,0.622297881669309,-1.7716839049663968,0.0877993352563031,-0.5551404370805805,-1.7944840007972778,-3.11981806176278,-0.6100658640864245,0
2,-0.2302951649522539,0.7284630925126885,0.6478994357558497,-0.1327259199158995,0.6120106754733815,1.0215521648936676,0.9774220174028182,-0.3216188749776004,0
3,2.6571542270045234,0.1513423982224832,-0.0989715255339745,-0.4000655364003727,0.7796548368235221,-0.0840379947047281,1.1248472953894066,-1.6878740592466832,0
4,-0.1533624390823217,0.1907792429404266,0.7076681533618313,0.0267453431814847,2.136782467211321,-1.158385586784466,0.000387529207498,0.4371730021947321,0
5,-0.2886288133898549,-0.0605515392670007,0.3153059742188906,0.7597712913738864,-0.0899425489132846,0.0322825079161218,-0.7627842609646313,-0.1295691794499663,0
6,-0.6724211662690172,-0.3246523232451338,0.7406570435948028,-0.1435631610272192,1.8318234063076109,0.6230286346031598,0.1979762529967547,1.269758306136292,0
7,-1.0390232755681696,-0.512686443456166,0.5138242002679624,0.8310324524023898,-0.2914428672166077,-0.0008371295034075,-0.7970149038332881,0.0877486776876958,0
8,0.7070618814013623,-0.1288846227064574,-1.49746299256301,0.68447766853652,-0.6755711356286401,-0.6514941976665337,-0.6316846262766835,-0.6156740815168555,0
9,0.7362757416565732,0.0545255462935525,0.1337827712740194,-0.2666162534133083,0.4118485652003382,1.184815073285023,1.0834052920225152,-0.3615344649623417,0
10,-0.0049567181262832,0.4045653232084386,-0.2130337037579166,-0.3325848083176786,-0.2975858163441021,1.008365356592815,1.565139160983536,0.0225358470405447,0
11,0.9281900302975884,-0.0994075729633524,0.548084114810043,0.0531453665863855,-0.3226284680251505,-2.6371524726390754,1.008808616116481,-2.183974537638788,0
12,-0.3624753293378613,-0.0644023840132437,0.2578784780415512,-0.2086496149109007,-0.7060539917276909,-2.276652731369789,-0.8519980111367594,0.8524856719991851,0
13,-0.9843120269354624,0.1792239659018126,0.2173278576683295,-0.4320732020082238,0.6581473110920477,0.5086699908190544,-0.0872819915637193,2.012939332824037,0
14,0.5345581686970079,1.33635057454034,0.1018961585715813,-0.2650410730192211,-1.9321836428685195,-0.3776603495310963,-0.2112669431715892,-1.0350007570149202,0
15,-1.29061547784381,-0.2965977624321435,-0.315268357976314,-0.142113995064659,2.0307251195897424,-0.4511501389767386,0.1424285882369189,0.4401803892883352,0
16,0.2304771394070995,0.1928314387972519,0.3240151832541651,0.2390166530886706,0.8571967075788867,1.723006047361235,-0.4513223501553874,0.6631272648007915,0
17,0.0120431004977204,-0.1252800628730746,0.0748516781503105,0.0118756402613019,-1.2383814583500967,0.5469025413024131,-1.9453360945376823,1.89154829266675,0
18,0.3683157889335038,0.0736574347847593,0.1509016680830451,-0.2845733099059019,0.772524242047366,1.373516073604448,0.0403005771878907,0.671933093667223,0
19,-0.2782619822997012,-0.435723367299297,-0.1054971514146205,-0.3847547829698454,-0.3858273793131553,0.1044331513322288,-0.5296713769750196,0.5424459387965801,0
20,-0.8070477002045975,-0.2161187394202368,0.9242813126156642,-0.3596149038802143,0.1355326806975378,0.0334589888895024,0.7815644009320962,1.7569812433951184,0
21,0.1238258958491081,0.1079468817145143,-1.0536668945981096,-0.4414612771569833,-0.0113304534334933,1.4283172711287977,1.7021683833764356,-0.5306173937331757,0
22,0.2163698652210443,0.1084203749041165,0.7430516483006545,-0.2565981061069139,0.8503078235699826,1.3511684367596806,0.0576031421508112,0.8416477660611725,0
23,-0.7994302003835524,2.269589819388796,1.7489549493820231,-0.4414612771569833,-0.54790536145779,-0.7012064162639364,1.6658911895274129,-0.7077840946959666,0
24,1.443998351925535,-0.5102453356458476,-0.6866798908426147,-0.4421543565303816,-0.079935040886831,-0.143638807428461,1.544531331459582,-0.8807516489603648,0
25,-0.067901684273221,-0.2980720723419378,-0.231369008506793,-0.2087126221266642,-0.6224994312845689,-1.4892010663594104,-0.8496077733225763,0.89878248223763,0
26,1.3001507564291683,0.5834796757547016,-0.7060309952022593,-0.258803358658636,0.6913477570210643,-0.3588771196202995,0.3631703652622597,-1.5619531906852029,0
27,-0.6096869203408676,-0.1047874042356581,0.650596701837501,0.7175564568123504,-1.0468215039818736,1.6957684743568708,0.4246028057538287,0.044161734280278,0
28,0.4263953590460381,0.0354272643340561,-0.4820108148213161,-0.3976712622013602,1.2426434156399324,-0.4777210530560277,0.4557906253005718,-1.7395763909489763,0
29,1.380195116838718,-0.1176868369391121,0.0658617364930766,-0.2464539443689926,0.661283405181958,0.3383474473404672,1.1567410148394837,-0.6938185557170605,0
30,-0.4256878987191136,0.9779514871416072,-0.5970822028199466,-0.3847547829698454,-2.9218145835990117,0.5380261241156101,0.207634310528832,3.5957933120527703,0
31,0.5055284962207172,-0.4788661527360267,0.5289913725939854,-0.3950879663550572,0.7566237879332046,-0.0346293084490502,1.3441610152261076,-1.2916145359341402,0
32,0.19998835256465,-0.2810644476425034,-0.7588711700970591,-0.3913705406250115,-0.1604875151411764,-0.0186495631811182,1.4117917171095489,-0.3485273864584087,0
33,-0.8506231242667822,-0.6814070471412165,0.0622118787788022,3.553196202248059,0.204449283285778,0.045228375104667,-3.2998378858169146,-1.970404268692442,0
34,0.3022176419532321,0.2385344196125036,-0.3210370495020108,0.4497127826017694,0.097158617935375,-0.5816526612039505,-1.2595769238539432,-0.8436617276223948,0
35,0.0855975157283235,0.3718417271346322,0.2191161427397245,-0.24676898044781,0.8708336320748001,-2.0398646164270584,-0.2830192462940256,-0.5293511383715832,0
36,-1.9972247574334872,0.9241410112004952,0.6663325271063342,-0.391181518977721,-0.0304357112436805,0.1075611105283881,0.6659668649261455,3.461231183478169,0
37,1.353635808827318,-0.1866408477417242,-0.0963720540610226,0.0814986136799544,-0.1252390371285193,-0.3775976102241567,1.0000542284009666,-1.747740781645396,0
38,0.4143519141311289,0.1115991367547541,-0.2255545738034323,0.8627880891471867,1.0297766713150034,0.7460743879545634,-1.3924473061612788,-0.4872593212256733,0
39,-0.58898284649137,-0.2961632789164299,0.399313235256876,-0.3850698190486628,0.5871829258301473,-0.9435346631084004,0.2919115136404879,0.5918844875844095,0
40,0.8854529600475615,-0.3049051231867382,0.1626956303657124,-0.4238822639589705,0.4734103250058377,0.949101717651898,0.9068590523770694,-1.3423754451313612,0
41,0.1506758650015,-0.4339765162435683,0.0192871558568151,3.729616406385822,-1.144015664188221,-1.2299214161268144,-3.0392347236174944,-2.7006858289178752,0
42,-0.0234206649497909,0.1455900438046456,-0.3285840265766755,-0.4352865700121616,0.0388882525840194,-0.4690376985828085,1.5668395558056116,-1.1452895715616618,0
43,0.4884868587905895,-0.0931142027148674,-1.2898605560371756,-0.2158954447237017,1.7500007463299376,0.9061312977645176,1.3140920770017368,0.3282566092775571,0
44,-0.5163934362014873,1.2366644964327893,-1.0233432100535167,2.373575108724065,-1.654043247181392,0.8021817405959579,-1.3288466678910404,-0.395875621347826,0
45,-2.1122011977612076,0.8122088089934796,0.6166164483016705,-0.2461389082901752,-0.4719130416007363,0.0386335123273698,0.9051622309815892,2.7849312037691383,0
46,0.3781687672717975,-2.660324413458881,-3.7946453086926777,-0.4298679494565017,-1.83839612808708,0.0517535262753006,0.5943948244084646,-0.4057982393642568,0
47,-0.6692687081859803,-0.4869625797385122,0.086083810866408,-0.4289858484358129,0.250447212021794,-0.2557706032208461,0.8592146317955821,1.4007408017727376,0
48,0.3812318590578546,0.1725872104166983,-0.7959971175170949,-0.3847547829698454,-1.4432134244160333,-1.275583720830397,0.0524714264801728,-0.774522674772083,0
49,0.0737501780480539,-0.1643343434254439,-0.3524280966558423,-0.1330409559947169,-0.6258563011391891,-1.7763634494371447,-1.4089770145806055,0.8088089934089857,0
50,1.5996932821400798,0.1420207136155636,-0.6944218205709257,-0.3047356189502176,0.9709646419180938,1.0162324900470558,0.383993248695258,-1.4303490766289673,0
51,0.3445576705123919,0.4852898195769105,-0.0133775512736543,-0.2587403514428725,-0.0456282797155978,-0.9479831523318,-0.3486378504997353,-0.4032969048107565,0
52,0.0616646566250708,0.2438430190987723,0.2151751365123197,-0.3361132124004339,0.4858660771442321,-0.1428552748388306,0.9491991788962072,-0.3786878358748856,0
53,1.3397187078195014,-1.0029999083235188,-1.024366652432861,0.3010787606157048,0.8432449895046428,-0.9880839121114976,-0.0095630936519887,-2.386755259345182,0
54,0.1651409904347174,0.078098121828797,-1.1639348832848675,1.1753038793340798,0.1721205772319095,-0.395030133933757,-2.2806146518518537,-1.877160605162138,0
55,0.2052170737910887,-0.4309685312979927,-0.4369219045886824,-0.3785800758250237,-0.4115568605847621,-0.2445828414646339,1.8177348031767184,-0.3137743470200675,0
56,0.6082454149661589,0.1310580954524739,-0.1980565677315263,-0.195733135679386,-1.4440743641078684,-1.1754246609248578,-0.8423607270674501,-0.2280435596785736,0
57,-0.301347977502257,0.8768793157275183,-0.044324219544062,-0.4352865700121616,-0.1525542995508088,-0.2743412925286498,1.7552534318884256,-0.380350773678599,0
58,-0.1976208345290652,0.1565846063279966,0.1947397372145221,-0.0732471082351683,-0.102485880513204,0.644368869692074,-0.5420372021310751,0.5049009438585785,0
