source,target,weight
5279,6307,0.0052413510951291
5291,6138,0.00202534490689
5323,6150,0.0068055183420468
5342,6246,0.007284968605826
5350,6972,0.0045544706812844
5378,5429,0.0035650980513639
5411,5760,0.0123484608413956
5420,5826,0.0142396640087192
5444,5532,0.0041597401851058
5449,6198,0.0088524473443609
5454,5928,0.0294461260420883
5456,5480,0.0060982773095694
5492,6781,0.0235547332166757
5496,5883,0.00056380012029
5504,6465,0.0043564596535227
5537,5898,0.01441542863258
5537,5823,0.0394719204743082
5543,5978,0.0040831625440686
5560,6963,0.0056811179663387
5583,6746,0.0036310809067908
5584,5729,0.0019287122425979
5622,5626,0.000673293057611
5639,6126,0.0110402873424861
5649,6927,0.0076341896508886
5669,5961,0.0053149855505215
5697,6531,0.0038118450656479
5711,5954,0.0126732912153785
5743,6106,0.0152753534352911
5761,6413,0.0035753685072172
5776,6558,0.0120640531105721
5783,6263,0.0066655124658935
5800,5800,0.0
5823,5898,0.0263926889084243
5834,6713,0.0157998021105937
5837,5943,0.0053102546647893
5857,6665,0.0173814620551297
5867,6160,0.0241580999864819
5881,5936,0.033411732578092
5919,6493,0.0182759589498475
5944,6193,0.0040829895937101
5983,6422,0.002268956843123
6014,6385,0.0015922677394653
6024,6680,0.0048340857983451
6034,6034,0.0
6038,6649,0.0042311299541506
6040,6040,0.0
6048,6293,0.0044791765018655
6048,6743,0.0063431203069894
6053,6068,0.007829291833637
6077,6255,0.0069325321362323
6109,6473,0.0065697190318825
6123,6351,0.0072019905383785
6130,6940,0.0005424615418757
6193,6330,0.0040685212346326
6238,6642,0.0055839488350436
6293,6743,0.0038291550600012
6311,6768,0.0016845483374218
6320,6718,0.0041576496323742
6349,6909,0.0097737174587765
6426,6458,0.0047617161277415
6484,6845,0.0062412297647603
6532,6800,0.0046969266569108
6573,6690,0.0011087611522645
6641,6983,0.1026393789688436
6847,6954,0.0098965804582459
