source,target,weight
1256,5234,0.0098903101904178
1262,6692,0.0051003336047288
1267,1788,0.0040640911042697
1271,6788,0.0014318177924149
1272,4442,0.0040260082484917
1280,2652,0.0048095426172207
1284,3989,0.0013103330899423
1287,3767,0.0060037915614063
1289,1358,0.0065611842542229
1290,6955,0.0913940665141737
1291,3785,0.0039157533562358
1296,2500,0.0096444494670412
1296,3202,0.0207264985400002
1297,3415,0.0054238251983622
1301,1951,0.0035793617165011
1313,6740,0.0021252735379599
1326,4826,0.0090961951002549
1334,1809,0.0154159835049328
1338,2634,0.0008386463296232
1344,1345,0.0031176229638477
1350,4091,0.0015586078376411
1352,5066,0.0085297259232839
1362,4981,0.0078221672325485
1365,2044,0.0044917778527338
1367,4822,0.0442594836598561
1371,6302,0.00494333006871
1371,1496,0.00376653788422
1377,3307,0.008276780688692
1382,3316,0.0101882699109717
1394,4457,0.0018402146535329
1399,5334,0.0065466986830958
1399,2788,0.005281440105598
1403,6693,0.0056075591994764
1420,4983,0.0047364351886249
1420,4065,0.0035450280512582
1422,1621,0.0063411295861964
1429,5418,0.0089043721598458
1431,2626,0.0040480546762804
1447,5333,0.0070341969222088
1453,5113,0.0034999849743151
1457,3339,0.0066452826994539
1458,4725,0.0061732883975689
1459,5911,0.0105641408291719
1460,2231,0.0074740276359718
1463,5807,0.0040115330094337
1466,4539,0.004629172347445
1470,1789,0.0070066714314413
1474,1823,0.0236492560888857
1482,3876,0.0097844949125836
1482,2487,0.0069384196449623
1483,6961,0.0071015601047538
1485,2076,0.0044668054413708
1487,5283,0.0040435323849381
1491,2887,0.0250570738395642
1492,4010,0.0047825389194763
1492,4634,0.0131162207030878
1493,3553,0.0075616680522969
1496,6302,0.0036001176586199
1497,6159,0.0084750741940701
1500,2968,0.0082745247560251
1501,1876,0.0024139690306893
1506,2909,0.0094611624884093
1506,5609,0.0134527525383953
1511,3287,0.0067570863993261
1519,4078,0.004627260493752
1520,2273,0.0075977945536276
1523,6157,0.0037734872379267
1525,3788,0.0143021331016446
1529,6116,0.0049757909533626
1533,6866,0.0035719053519161
1536,2169,0.0021683404632437
1536,2949,0.0051663904278923
1538,6762,0.0047087254157121
1545,3711,0.002485393329649
1546,6273,0.0153429428168839
1554,6689,0.0043714435880613
1560,6745,0.0021690079580148
1569,6713,0.0020878091689412
1569,5834,0.0162894569174113
1570,6259,0.0061717918330364
1587,5821,0.0044987706699343
1605,2697,0.0049475819048253
1608,2875,0.0175081890860905
1611,6023,0.0102498540588055
1619,4275,0.005919993109596
1623,4738,0.0016044121459239
1632,2411,0.0044794085108859
1636,5231,0.0051844346067104
1636,5354,0.0050754123820453
1637,2432,0.0153029255988623
1638,3697,0.0212902900693549
1642,6003,0.0051226051315972
1645,5949,0.0067520834811782
1655,3978,0.0127070941152788
1657,5029,0.0020389672269283
1661,4878,0.0397045787100322
1662,5989,0.0068944192454955
1672,4989,0.0215240246104161
1681,5456,0.0065026767200241
1681,4150,0.0054367793065645
1681,5480,0.0056477682360423
1683,4198,0.0038588077985347
1685,5560,0.007810915990466
1694,4952,0.0040704613338669
1699,2285,0.0008374198671645
1701,4538,0.0058965089925595
1702,5795,0.0070441143869067
1711,2143,0.0066772539237505
1714,6666,0.0045801799258712
1716,4051,0.0012664067043087
1722,5739,0.0088644501872118
1736,3504,0.0134936040832374
1741,3785,0.0047875731737412
1746,4861,0.0026716985177246
1752,5645,0.0035691535388032
1754,3198,0.0083272851421484
1758,2205,0.0318765221507533
1759,5561,0.0050668268805639
1773,1971,0.0042987762250675
1774,6230,0.0030148807017421
1777,4896,0.0036851838156598
1777,3847,0.0059433337225054
1782,3442,0.0118898814325892
1783,4421,0.0030888452826473
1786,3060,0.0031251567377197
1796,4684,0.0584375990707194
1799,6388,0.0071739685955111
1808,2055,0.0072613093205092
1819,3991,0.0027880653085038
1824,6137,0.0063567962760342
1836,4789,0.0029930413133238
1848,2981,0.0005931919544611
1848,4612,0.0033148400385281
1854,5296,0.0072157710696188
1856,2938,0.0017274705799975
1858,6666,0.004217858256288
1866,2025,0.1020852031878222
1867,2435,0.0057868026848769
1870,3630,0.0038557636410361
1871,2145,0.0134697574328461
1873,5879,0.0033984547587826
1873,2043,0.0043881152409263
1880,3590,0.0066454829867173
1885,4637,0.0182324694359897
1889,5492,0.026309668443743
1905,4802,0.0023726307514545
1922,3821,0.0014790113456629
1926,3390,0.0076541353526487
1932,3243,0.0135753700343509
1934,6311,0.0022890603604536
1934,6768,0.0012959897253869
1944,5540,0.0377043277473408
1945,2894,0.0007678531825454
1954,6080,0.0026679284049702
1957,3778,0.0082179467033358
1958,3229,0.0038504593061706
1961,6660,0.0057651517280999
1967,2796,0.0074105967402183
1970,6461,0.0048684730246929
1974,6000,0.0059960620061849
1975,4954,0.0137639615952654
1979,2308,0.0050280092978103
1985,5147,0.0011178022455194
1989,2052,0.0088988069247101
1999,4995,0.0091199149775221
2003,3923,0.0043692069561764
2016,6433,0.0179778675462346
2023,2023,0.0
2024,3148,0.0022583101900882
2029,2220,0.012018568586425
2037,5472,0.003941676890637
2038,2468,0.0036454285912425
2041,5317,0.0010810302419946
2046,5935,0.0247940334963184
2047,4287,0.0082260842438902
2049,3316,0.01275701668045
2051,3207,0.0074235791428016
2051,4853,0.0062807007344112
2053,4456,0.0030178224956899
2063,4363,0.0027156021703471
2072,2170,0.0075354125986113
2077,2718,0.013111910838676
2078,5275,0.0026000110416985
2096,5777,0.0069448190853997
2100,5500,0.0050673529341247
2108,5347,0.0032504713739551
2111,2172,0.0100568245578475
2113,2416,0.0007283082112566
2114,6597,0.0057787006760496
2117,5615,0.0077064444228931
2119,5929,0.0162164807356736
2124,2670,0.0051727698084227
2125,3168,0.0053189624465213
2132,3816,0.0040917893180422
2135,3561,0.0197050450033316
2149,2475,0.005696600583613
2150,5838,0.0028208722027529
2158,4493,0.0032628504765158
2159,6257,0.2640351688754875
2173,6334,0.0083475949643211
2177,4346,0.003369388125181
2178,4151,0.0097753320825777
2197,6844,0.0015861312559331
2205,2642,0.0141085830320102
2206,3363,0.0070675950828216
2210,3891,0.0136150792528925
2210,4735,0.0147944442136527
2219,3612,0.0086595949390543
2221,5107,0.011053167589143
2221,6200,0.0135341751928356
2226,6856,0.0021845574631607
2227,4147,0.0074801018169518
2236,3685,0.0009303565610135
2237,6754,0.0080996050070326
2239,4994,0.0026448540818415
2252,6494,0.0384657544080043
2254,4943,0.0016697323225866
2257,3880,0.0089862675617369
2260,6429,0.0021302518968247
2263,3864,0.0171146781985153
2270,3132,0.0032575532703643
2272,3328,0.0048583521315892
2273,3627,0.0032567664028963
2279,4330,0.0005504157898535
2283,5953,0.0038850076463586
2284,4727,0.0052387814499623
2288,4673,0.0130259977813515
2289,3302,0.0039537827491531
2293,2972,0.0034953568243543
2293,2643,0.0061157397529358
2302,4570,0.0042820696757801
2304,4429,0.0138799523223478
2305,4927,0.0530125588315541
2311,6223,0.0271695883134607
2312,6056,0.0059990084637205
2313,5284,0.0076723015422087
2318,4172,0.0035398443884033
2328,3021,0.0068585982676354
2335,5737,0.0009093724739599
2342,3533,0.0011658010636283
2343,5577,0.0039298304123228
2363,2681,0.0086983035053508
2367,6042,0.005343388235059
2379,4949,0.0068044601038289
2391,4510,0.0056084677807158
2393,6495,0.0139448037864934
2403,4823,0.0014816366365439
2409,5288,0.0088122385874624
2415,2600,0.0081334707358657
2420,2676,0.0083291615962595
2422,5870,0.0082095976354546
2424,3359,0.0035542181259854
2440,2618,0.0053343981402737
2442,5371,0.0025713836046731
2445,5554,0.0019089311345353
2451,2451,0.0
2453,3724,0.0305327635968421
2455,3949,0.0042458936292705
2458,4172,0.0037400059937172
2458,5953,0.0046900757720447
2464,5420,0.0096770222591629
2474,6485,0.0047415253253638
2481,3151,0.0020717940383954
2483,4828,0.0010738120550462
2489,6825,0.0050121776710139
2491,4319,0.0037464774577145
2491,3378,0.0091870951683986
2494,3407,0.0050975980015009
2499,3071,0.0081639658887545
2500,3202,0.0301338935767139
2504,5806,0.0043134427216161
2510,3821,0.0045358603289016
2512,4979,0.00617147086579
2514,5587,0.0125847292441744
2515,2841,0.0051030262355114
2516,2831,0.0039459499702574
2518,6504,0.0023453306697566
2544,3527,0.0058341167117212
2561,6972,0.004164445591482
2562,2959,0.0078673186710062
2563,5642,0.0026353556368141
2580,4995,0.0173140393309445
2588,6279,0.0119572377048119
2590,5584,0.0099345227883617
2590,5729,0.0109644729093675
2591,6761,0.0037075086930884
2601,5888,0.0043066911830052
2602,5139,0.0040717957246566
2603,4910,0.0156074877456712
2606,6648,0.0013408991416345
2608,4104,0.0025060078246744
2609,4638,0.0032033788457253
2609,6517,0.0041091578046239
2616,4773,0.0047203753218588
2617,4908,0.0043411085490516
2620,6595,0.0010370308753232
2621,6878,0.0395455022108205
2622,5903,0.0085861467940397
2625,5910,0.0138587783113507
2631,6687,0.0032785048521512
2631,6352,0.0027252411558453
2632,5892,0.0035361858026528
2649,2996,0.0122766952025312
2649,4752,0.0353117261683502
2660,3250,0.0052229415151319
2661,2736,0.0062628009895658
2662,5237,0.0259732570664097
2663,6534,0.0055067483192964
2664,5658,0.1617686733935197
2668,3248,0.0031226893327939
2685,5396,0.0149824070874061
2692,5001,0.0026483771080034
2706,3227,0.0067438486722726
2707,4566,0.0054237337012882
2708,3108,0.0145821239210079
2711,3430,0.0079038318718151
2716,4285,0.0038291937027518
2717,4221,0.0054831707045465
2717,4293,0.004470597712979
2726,5310,0.0031199451976162
2733,4409,0.0027925607885429
2735,6275,0.0170205811046165
2739,5513,0.0023849117351107
2742,6988,0.0096150015792524
2745,3709,0.0147459930554399
2746,3941,0.0220662899806145
2747,5252,0.0093486611469594
2750,5889,0.0007776730138643
2750,2936,0.0028033530185493
2758,5021,0.0018690554597954
2762,3038,0.0039250549164184
2763,4470,0.0030183347177578
2770,4588,0.0101453115491795
2771,6127,0.0032412403050662
2775,2798,0.0021772867306999
2779,3020,0.0115194615933765
2779,5371,0.0135463282268524
2782,5044,0.0009351057249263
2784,4394,0.0040392912380298
2788,5334,0.005876393993416
2813,6120,0.0070671019468079
2818,3431,0.0054506995851783
2837,3516,0.0036820525139098
2843,6873,0.0158809971987776
2852,4963,0.0049157272598938
2853,3877,0.0009900763462204
2859,3741,0.0044653789729747
2863,6399,0.0224476685081941
2869,3022,0.0064881426097137
2878,6933,0.0055687906754122
2886,4757,0.0034726439081193
2907,6085,0.0142018250419057
2909,5609,0.0086050068921822
2910,3423,0.0058888620482776
2923,3825,0.0009634759890191
2928,6529,0.0060178075426737
2931,3579,0.0050029117976623
2932,3035,0.0056298414768355
2934,5625,0.0159790835294304
2935,6159,0.0079250346626592
2936,5889,0.0035798928402393
2944,5970,0.005106522751536
2948,3120,0.0033196200424794
2949,5323,0.0041045361406199
2969,6163,0.0015043771227501
2970,6881,0.0018347349683694
2973,6242,0.00144751191228
2980,6603,0.0070553347227144
2981,4612,0.0028016436325936
2990,5592,0.0129418784128963
2996,4752,0.033203771797041
3010,6585,0.0052236197412887
3011,5687,0.0042465145335158
3016,4512,0.0117719143340148
3018,3860,0.0024380729047559
3026,6653,0.0022946100332624
3031,5121,0.0034335436175934
3032,3464,0.0122796153389272
3040,6951,0.0137478403462997
3042,5685,0.0012194002276558
3046,5398,0.1070972011816746
3057,4017,0.0053125086548234
3060,6751,0.0065099842219143
3061,6483,0.0052747813039171
3062,5083,0.0041435474643125
3076,5571,0.0085902621814232
3081,3801,0.0016721972749813
3086,4191,0.0045334207991177
3107,5800,0.0
3107,3107,0.0
3110,6082,0.0047907001215121
3111,3661,0.007819469411111
3112,6968,0.0065138871823978
3116,3162,0.0013415759364843
3117,4202,0.0038015589335973
3120,4416,0.0043261882502614
3133,3874,0.0030715327610086
3133,4289,0.0061303763085504
3153,5116,0.0022495924006245
3155,4007,0.0014325515795178
3156,5998,0.010592172305873
3159,5308,0.9405220936810316
3164,4631,0.0038408196472327
3182,6685,0.0067625860325741
3201,3541,0.0099931090349205
3204,4035,0.005037253468753
3206,6210,0.0135783934806775
3207,4853,0.0055772875367878
3212,5002,0.0110792555583779
3213,3638,0.0030404313503977
3219,4434,0.0017051395145702
3224,3984,0.0276667253151069
3226,4216,0.0042594910280707
3259,3584,0.0056610045785557
3265,5225,0.0076750882195499
3265,5270,0.0048770550859331
3273,5908,0.0031228335636561
3276,6986,0.0083960853065213
3285,6171,0.003942093688169
3289,5160,0.011636509200884
3305,4159,0.0095202423332727
3312,5826,0.0221470168509628
3321,4180,0.0047893506143856
3322,4222,0.0060105715407563
3326,3740,0.0054866461016326
3329,6300,0.0042360019017544
3333,5618,0.0062011117172605
3335,6272,0.0130170121805643
3343,3348,0.0036880143537265
3344,5494,0.0036279648745306
3372,3420,0.0047012085777864
3377,5190,0.0090863432925945
3378,4319,0.0084986689727214
3382,5396,0.0108779318800075
3388,5184,0.0035440286353086
3410,5384,0.0072193441336732
3412,5821,0.005948930146182
3425,4459,0.0026317381326244
3427,4466,0.0034226743411003
3452,5402,0.010076424009381
3455,6906,0.0043183297535485
3461,6926,0.0036861588459433
3467,6730,0.0024405939576781
3467,4452,0.0033966106403355
3471,6922,0.0045407447490999
3472,4276,0.0043802940936219
3473,4971,0.0132448934875861
3488,4234,0.0059523934671296
3488,6114,0.0099068276244093
3489,5151,0.0099698393550432
3497,5795,0.0051376555518715
3500,4699,0.0016465760113242
3511,5219,0.006952738438269
3513,3815,0.0015032659863497
3518,6398,0.0017274831598444
3519,5349,0.0032667781801221
3522,5715,0.0323156193943977
3530,5873,0.0044206904576564
3556,6608,0.0033439662126747
3561,4648,0.0182314356169519
3577,5329,0.0050192643993697
3591,4389,0.0057839464149563
3596,5114,0.0018252644487148
3607,4396,0.0044000532487353
3608,6646,0.0047796877603752
3610,6732,0.009110447610469
3623,5620,0.0040025153305217
3646,5563,0.0074048864815734
3648,6834,0.0041431120079189
3650,5324,0.0019567800924424
3659,4965,0.0027490322582458
3678,5656,0.0052746645647352
3684,5543,0.008759128415354
3686,5394,0.0113915710043584
3695,4408,0.0052471966246946
3704,5134,0.0061610997767362
3714,4331,0.0062107683624542
3720,5372,0.0051393485561419
3726,4759,0.0026923409355229
3737,5272,0.0077530923854276
3744,5152,0.0028079909145804
3744,5113,0.0045677568846704
3752,4102,0.0096747877208969
3756,5876,0.0020315579539486
3761,6987,0.0110362802705251
3768,6194,0.0136560559005962
3775,6335,0.0154988108158755
3786,4108,0.0082163791380077
3808,5877,0.0052928457544998
3817,5688,0.0182546958215654
3824,5603,0.0022204695395634
3826,6620,0.0024158448738217
3847,4896,0.0029149455201926
3851,6088,0.0025043191290031
3870,5043,0.0077338357790614
3870,5266,0.0090602955865045
3874,4289,0.0083758564618577
3879,6976,0.0077683060441093
3885,4773,0.0031801978779068
3888,6360,0.0047216241790935
3891,4735,0.0026802850089379
3896,5783,0.013327238816629
3898,4581,0.0026706817896693
3912,4074,0.0063897170543576
3915,5850,0.0017252192620025
3924,6966,0.0199416424886145
3932,5581,0.0042765312319982
3957,4899,0.0054486899720259
3968,5059,0.0039335958355188
3973,6305,0.0313450794267239
3974,6708,0.0068981470949222
3974,6528,0.0040829025315446
3987,5203,0.0124291990092311
3989,5728,0.001513942392008
3990,5339,0.0030599144342472
4004,6558,0.0246121689565996
4004,5776,0.0138535204635085
4010,4634,0.012286986876172
4028,5074,0.0044452786977652
4033,6765,0.0074321629454341
4044,4639,0.0029922959930219
4072,5778,0.0069070624764633
4084,5362,0.0016237791238817
4088,6345,0.0029123130006818
4101,5327,0.0058203117758645
4106,4296,0.0084829869293354
4119,6907,0.0292320196876793
4124,5454,0.0115732154258076
4134,5078,0.0039054106457326
4150,5456,0.0041396524630187
4162,5427,0.0106420982780145
4175,6057,0.0019783944839437
4176,6543,0.0022042116523642
4176,6016,0.0044927478303565
4194,5030,0.0035720556154325
4216,6858,0.0026938776385251
4236,5191,0.0021268455192229
4239,5524,0.0026366606453869
4244,6974,0.0131133079141121
4252,5751,0.0056464196499332
4259,5408,0.0044312682156643
4262,4297,0.0265685066677748
4274,4772,0.0062730479086885
4278,4659,0.0071231144373666
4283,4426,0.0014470913091986
4300,5784,0.0069132856773572
4304,6424,0.0047455320452524
4312,4923,0.0037731486579847
4319,4917,0.009332165726767
4321,5024,0.0077464553009255
4323,5792,0.0085393545769979
4324,5129,0.0075117527217306
4328,4811,0.0013996981879568
4339,4481,0.0015022012657699
4343,5969,0.0572667837323834
4357,5404,0.0258465280200779
4359,5628,0.0113678943490242
4360,5346,0.0024985166333291
4397,6212,0.0134327934778455
4402,5154,0.001149715440052
4409,5041,0.007473934067338
4412,5499,0.0043211537352772
4424,6078,0.0089308979653634
4437,4662,0.0049008109643451
4438,4593,0.0040576948098914
4440,6563,0.00352237849335
4443,6733,0.0032645947176781
4445,5077,0.0010490097276297
4452,6730,0.0056351669657833
4465,6543,0.0032623589579014
4473,5074,0.0044431863489733
4478,5111,0.016814006241208
4484,5336,0.0020231116659459
4489,6530,0.0046735183439862
4490,6792,0.007818370753456
4496,6759,0.0017509800218162
4498,5268,0.0125479488743509
4501,6535,0.0047902468484654
4506,6339,0.0041318852712771
4516,5632,0.0009351532315591
4525,6935,0.0103003761388244
4529,6547,0.0191960187940915
4536,5116,0.0075181976603502
4541,5870,0.0072250092482689
4554,5196,0.0330224224264688
4568,6584,0.0053677594421073
4571,5094,0.0214598831503519
4572,4868,0.0028404487323954
4587,5142,0.0086180440915452
4594,5975,0.0033721046872835
4601,5959,0.0170231697429025
4613,4749,0.0052656675561639
4619,6143,0.0051643581784553
4621,6462,0.0127507340445545
4628,4997,0.0235244592996122
4638,6517,0.0029104499430788
4642,6315,0.0072179027115207
4646,4947,0.0119622629190186
4648,4752,0.0370759179253395
4651,5708,0.0037395640336213
4655,4684,0.044902748419417
4657,5688,0.013885771008778
4658,6944,0.0049839121021866
4662,5612,0.0054614792147962
4686,4990,0.0046262545023547
4687,6352,0.0023649522883626
4702,6207,0.0038211221559595
4719,4957,0.0043922343032229
4776,6358,0.0338682223729526
4781,6110,0.0028656391152605
4816,5993,0.0020174458754319
4824,5605,0.0037980477781409
4839,5434,0.003918512885918
4861,5675,0.0051084367460767
4869,5158,0.0032840095799854
4879,6443,0.0195956094250827
4890,6380,0.0083652738873915
4891,5660,0.0026477179712766
4961,5546,0.0586549778458496
4969,6001,0.0039165968685149
4970,5781,0.0060839971756149
4980,5394,0.0038529715808514
4998,5298,0.004261875115433
5013,6457,0.0057527952769733
5036,5751,0.0033503239912514
5043,5266,0.0104067781560165
5054,6453,0.0094459066126688
5080,6596,0.0014224074601461
5092,5770,0.0062231160673237
5141,5476,0.0054806575797982
5146,6683,0.0053645521134351
5153,5292,0.0050673299753772
5155,5834,0.0066909365302402
5170,5307,0.0050245837014111
5187,6908,0.0032793743119079
5203,6290,0.008092815048457
5211,5633,0.0117171680564215
5216,6013,0.0070044123294595
5216,6091,0.003972602940442
5224,5938,0.0073750638382841
5230,5558,0.0052739657886105
5231,5354,0.0008219873956142
5267,5929,0.0133989879851407
