node_id,label,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7
0,0,0.144408745222846,0.3559095961859237,-0.03312133401054695,0.07325195946058388,0.11529455020998461,0.4668292391334112,0.11798086155837353,-0.1771067334296919
1,0,-2.082538164338003,-0.5359205525224785,-2.27466050490253,1.2811282566165059,-0.10750598907873914,-0.09066890879755019,0.6730506470538051,-0.5960054437665241
2,0,0.9119018064262725,0.011288146993857376,1.2821582721755542,0.4022672772369979,-0.4078019158753528,-0.32830660677791296,-0.2635753964941799,-0.1111307199951596
3,0,0.973510126501167,-2.7394252153972114,-0.24356745618607364,-0.03088506021664226,-0.49351602084740753,-0.636575595321484,0.7542308365971687,0.40067596195147803
4,0,0.18338383105420064,-0.61741170922923,0.8829241890114248,1.1384404077930288,0.6048162130225972,1.7357189463897096,0.8315681859934457,0.27374259542480406
5,0,-0.8628006755089047,0.1729765685967068,0.48703527657238477,-0.00992919627871387,0.37259867871979696,-0.18562976441632106,-0.04371896534359921,0.03636761152419275
6,0,0.5170732297340843,0.48873193186651465,1.634855712807244,-0.023397537179583153,-0.3165247141603505,1.4128086799986368,0.6835697739816949,0.08088196970030585
7,0,-1.0381396102186633,0.7340342955485959,0.620508508994812,-0.37096141984300757,0.7252135255439861,0.16841093786673603,-0.39920294096271974,-0.11813453567698973
8,0,-1.272392264631243,-0.6733576501483537,-1.3572744138210568,-0.007226056871777738,-0.38599469921737445,-0.3763248048587882,-0.26253832733034865,0.50350164475442
9,0,0.9256969591669257,-0.5839167936828195,0.705662229229877,-0.44400656160740454,-0.8332011011222223,-0.48158128313339443,0.06819095996315401,0.1334974104531163
10,0,1.0533079909656902,0.23554446173540866,0.20211252026813606,-0.16860988269805688,-0.7518207216152537,-0.5956592406636169,-0.6269013507466771,0.23242003293813476
11,0,0.13038350699459658,-2.126926088012441,-1.2124989840158513,0.5960947893713838,2.1311170669903716,0.16763430198618448,-0.5232328569089121,0.19422336315639396
12,0,-0.4533585590419975,0.4805096207842548,-1.469475212951134,0.5966526960207857,1.7843883945708103,0.6657012729433721,0.3818475106708486,-0.02750791116866252
13,0,0.5001994589395159,1.4903918531128533,0.6248900510954927,0.2115529699407396,-0.3805980961749691,0.8217311135695812,0.5111580163581873,-0.0009416165677607558
14,0,0.16523120230988542,-0.041732626764857256,-1.167798087777478,0.7529347741207258,0.6266136173372471,-2.020339931354226,-0.40537176890060495,-0.4746709896876221
15,0,-0.055228343067075275,0.13968021061109887,0.7781417439855042,0.6425972355377902,-0.36174805127379844,2.2688628338058554,-0.11932629137571177,-0.06962071432117883
16,0,0.06499386364227379,0.3050608492947137,1.5011900965719709,-0.2570897284944918,-1.1117355332581107,-0.3384033962733923,0.7437249597005469,0.032284271754823644
17,0,-0.7228893502423257,1.5921120118680534,-0.47045253330124515,-0.6302161855170141,0.01007950784324367,-0.8328484809046862,1.0536164826805172,-0.21412225908931004
18,0,0.5609750165167091,0.1468984093696318,0.9619212443333903,-0.31621722242935735,-1.0541265691851927,-0.10326836342888922,0.7015411163775376,-0.02577089474204135
19,0,-0.07826811143891911,0.5837242324513731,-0.35191154734290336,-0.5021325344179516,-0.005910682933793613,0.14505013372340722,0.17166827644199864,-0.3777167905761474
20,0,0.8866464381569469,1.2342188252651844,0.5218724148319871,-0.24033589531300245,0.6194753131602043,0.6460754796237804,0.23695668108605294,0.24826698648103826
21,0,0.9403770944415737,-0.190325171542512,0.05608459041985627,-0.4596913657982204,-1.6495904847061476,-0.3878935888304033,-0.921414639580349,0.1395124369447041
22,0,0.7114929696024436,0.30967455173242897,1.3482493166126432,-0.2797159299060494,-0.6396474439240839,-0.08768123675015513,0.8291629385627327,-0.07178614670540835
23,0,1.6413934944462876,0.38493846340322035,0.5456985840111972,2.0691923126890424,1.5878713950158907,-1.023666793987044,-0.8842567409619059,-0.3079198547918779
24,0,0.8067905008364642,-1.4912650934564264,-0.8717598590013625,-0.6832493228879716,-0.4399943645246158,-0.1695239549025145,-0.14733526637006583,0.4885809317930202
25,0,-0.48790288982126423,0.41541019124793743,-1.3657709840652912,0.11406774002028566,0.9315208025449805,0.49276142772291387,0.44582005937089847,0.03743934538650042
26,0,0.24837830138382752,-1.8067365675469529,-0.4411243872359352,0.7263632202064789,-0.6401061623718562,-0.18950560936733074,0.11883490905849023,0.010452971995660728
27,0,-0.08579334550976567,1.013437564921595,1.1260500296839628,-0.9644481394924478,-0.11152809833912276,-1.288188471468159,-0.7846895215514702,0.07167765798176609
28,0,0.23851209492664585,-1.6462020304153175,0.0067595096612035515,0.5381453478937029,-0.41920335841176837,0.767809941094058,-0.24614870611843045,-0.3633123841967419
29,0,0.8604509476576604,-1.4154832583325763,0.2458904865737326,-0.31207143646892177,-0.45316586136785125,-0.19237842342561975,0.34888891041223274,0.3835850289421958
30,0,0.584570762018654,3.1795455218660273,-1.7427413965521725,-0.17770533273348146,-0.15355128641687954,-1.7348367216357834,0.15791485207484773,0.7970543585560719
31,0,0.90516529303633,-1.3312363220024037,0.5049501306661058,-0.37491820658085345,0.20853558988890344,0.3969302638828803,-0.2547821559337445,-0.12231737506667473
32,0,0.639361408959115,-0.4091337867426927,-0.6414847993786965,-0.3591955116267495,-0.46313799124274735,0.17562556736975318,-0.6567623674396883,0.2908092798774203
33,0,-4.370165221952234,-0.4815715864734931,1.7018250711309537,-0.10492324280209207,0.6402730677015042,-0.33848811829391884,-0.6931735635566131,0.22919310945655905
34,0,-1.05090385125002,-0.6342112322087714,-0.27757181261065,0.5352350003707725,0.1303348846964212,-0.12952790923231075,0.18286141648626128,-0.2174111996040428
35,0,-0.07982660205070909,-0.9317425507474874,-0.5580355339584162,1.3036508906879145,1.1073217429827258,1.0898598449260994,0.3443623157795931,-0.12244783470817218
36,0,1.0034773472381668,2.976549299230845,0.5065663401476979,0.8671477915343913,0.3513376917517788,0.7256302581030559,0.13872157308526883,0.46402684619156465
37,0,0.2820832218850452,-1.8056534728912206,-0.4110334902024248,-0.26881859039527267,0.18468304615763217,-0.5544481996645733,-0.28873887048408564,0.2693766268318963
38,0,-1.1513041477879111,-0.5940886029170671,1.02589507672209,0.19016262092108036,-0.84014806645311,-0.08911446269553734,0.5715891542494068,0.0011012356225442565
39,0,0.34968188972731035,0.20795722318291307,-0.041904404679704896,0.2360357441273416,0.7445483110280762,1.1999330792005087,0.13096910783628984,-0.035455298421617834
40,0,0.7979411999814354,-1.2331169497350762,0.5828897835751081,-0.653537404778467,-0.6466478313881098,-0.3543909764151617,-0.08501259412549692,-0.29745134849616
41,0,-4.496616378717899,-1.2366149335364818,0.28037968529165064,0.06515226978966347,1.6992778118671645,-1.3188958221816431,-0.8525176713671696,0.609194256563106
42,0,0.7812487472503827,-0.7639500553085661,-0.4284764091168638,0.2681370797759737,0.045464760742559264,0.21648307854523352,-0.9457435631565928,0.0028443082633237225
43,0,0.6608219235258928,-0.7061485715057048,0.46271696227381903,-0.0011243647085098184,-1.996784302716559,0.9958302490172108,0.10450926158428903,0.7305235733689334
44,0,-2.4113088955711364,0.9470020400600173,0.1006016025734163,0.6718796294176334,-0.5270745680117812,-2.1220312483294825,-1.1341253507027647,0.8023871491532811
45,0,0.871491131346739,2.809335191991033,0.34964351790358345,0.701160443327557,0.553166544236599,0.4677525967672901,-0.4127963002553234,0.3803571632036632
46,0,-0.9788959905466147,-0.2854095303546328,-3.3079877735576875,-2.788060322814187,-1.8696629714763975,0.5513791719017781,-1.479154277445098,0.3244877515062489
47,0,0.6559668238771729,0.8165960106967082,-0.07553754309807241,-0.3066273115896788,0.2061072049826622,1.0203162045981984,0.005656818040490521,0.3198235128086899
48,0,-0.14257145714710595,-0.36849408028088,-1.9701202865846397,0.21063440324241486,0.5682439254761928,-0.5461458376093212,-0.5421813577639178,-0.15548269735041323
49,0,-0.8300858100938385,0.28919817297398603,-1.5855526451118398,0.36196962127262616,0.9992985715362351,0.4584209958940368,0.6531922225817324,-0.041931965949688434
50,0,0.43598707631277606,-1.786877347492325,0.3060301225293655,-0.14177283167920474,-1.5449546325504682,-0.44279248667079796,0.37372893522211725,-0.0736902365366461
51,0,-0.018068607199648725,-0.47775145022447973,-0.6386856351501863,0.7349372539116579,0.47946542850656365,-0.027417039334636576,0.23805309823633786,-0.19541587485746337
52,0,0.7337691555874365,-0.44778336897354926,0.21872814256568812,0.3262351170966146,0.05700536158113829,0.25572284478122254,-0.18156987733741506,0.020733152220486866
53,0,-0.8086814901581116,-2.611971836653474,-0.698411205571725,-0.3672983146536085,-0.2138518412417365,0.6771238337326767,-0.17904466896048069,0.08805638138312423
54,0,-2.366558660491125,-1.0328716520068904,-0.27094559680156133,0.5392102783117152,-0.4454620958488475,-0.1960752485897064,-0.24631851288322548,-0.38684885523895496
55,0,0.8429961253031168,-0.40182807490981154,-0.7005399190043113,-0.5329934577430614,-0.001671797295048258,0.130313975074145,-0.7715344148833506,0.42507041449987515
56,0,-0.43975300511693055,-0.13260906618653598,-1.6273929948784165,0.09730546277172034,0.9032242294494511,-0.7682993197380438,0.20045866090001735,-0.2128328614739813
57,0,1.1228047938524897,-0.04249947232275368,-0.2179776230980719,0.7943065333645494,0.08808656438821032,-0.1468287029456475,-0.8696381652743692,0.18457267456562598
58,0,-0.036892956833592436,0.60149338029319,0.3693074195295575,-0.09868608558579328,-0.25423863170390293,-0.2964055269142383,0.28400851884724915,-0.25934506080163977
59,0,1.3231457267219613,-0.143451880964093,0.38800819018714916,-0.07999203798348069,-0.2554137707766829,-0.07127900034499982,-0.8949934926322036,0.14828840015442327
60,0,1.1136640302348249,-0.8674560183290946,-0.09355980374201706,-0.4643781892755217,-0.46690327424429273,-0.35745005432112503,-0.6165520911038354,0.25564428822917484
61,0,-0.09162860953139834,0.453556967659764,-0.2123291860008883,-0.025856617785407925,-0.11698281293103588,-1.3498456170862596,0.31501441520609214,-0.017291556442753188
62,0,0.04101711619383665,0.567144820092756,-1.6953206526621536,0.8621399233787388,2.4937787764982673,0.2826963894586827,-0.5698027281278301,-0.03548348640054312
63,0,1.0065015627198395,0.10937440091354692,0.4653341823767543,-0.20374468451399375,0.43913161563084935,0.44103792271692427,0.09735933847716566,0.10943880843379279
64,0,-0.352293932111011,-0.04134222708303282,0.24620154717344,-0.2681440275029366,0.3346486344398349,0.05057828003156635,-0.07994612906946888,-0.1037448426629023
65,0,1.283679541043349,-0.3508594188169687,0.5660703567463481,0.4651829868739525,0.5251544490194594,-0.682360525423293,-0.6367569061335259,-0.11500882919941267
66,0,-0.09066464305692253,0.5205694671028354,-1.278706320329069,-0.3489776296387826,0.6926265106652694,-0.7930462097818798,-0.18658449342412273,0.2613725563304292
67,0,-0.0006817890387021062,-0.11717516454233094,-0.472394129315404,0.6017075592055161,-0.003208605402503014,-0.16006099450124198,0.35112838968568827,-0.2530436088052952
68,0,-0.27569788015000773,1.3323341426855575,-0.3662546472570723,-0.23910642433839258,-2.1381000424700365,1.272401075530452,-0.977288473211486,-0.21955942928890657
69,0,0.1452193778383094,1.4204294686991952,0.5966719708637355,-0.4480211855882764,0.286256113042207,-0.5133726701240077,0.22195583513683134,-0.08423545475544374
70,0,0.2700489276924914,-0.661947127344003,-0.3535831620977017,-0.6971834368690563,-0.8599603651807901,-0.8783909111831881,-0.3442865969841254,0.17325900209798456
71,0,1.7544486309286793,0.6887893102774469,1.3672802754832374,1.2189028298419462,0.676098437693955,-0.9006265673877811,-0.4523998916354956,-0.11452368327521456
72,0,-0.4113533679286116,-0.8246557912581631,-0.3749513855543273,-3.4518986285509645,1.5309465568336789,2.127266112106017,0.21497109569430586,0.3388395370228278
73,0,-0.0283855709591465,-0.10503328012932665,0.6124841572065369,-1.010812512893155,-1.4394119713244877,-2.176438248376583,-0.019303342820398917,-0.2698301216692624
74,0,-0.32944075204576057,2.7819930205098373,0.6139215128295085,0.8372021128487833,0.10607675156172508,0.04568019603779347,-0.026018938589341577,0.28225470436570993
75,0,1.0230230542102365,-0.4510695622193498,-0.04330066393161532,-1.2202622136792156,-0.7765644768866956,-1.5673469589420403,0.11219297986620788,0.1268500024110116
76,0,-1.1705173249130925,0.8162329821927717,-1.541609923790832,0.23514766701945977,0.2274443160172455,0.22091327598610794,0.6530267739468196,-0.06309229009274091
77,0,0.7840860407000774,2.350512701712871,0.45875965612283925,0.730202246748563,-0.9756350446215208,-0.344778709412914,0.4958840588469874,0.4153153035758321
78,0,-0.8218710851819144,-0.5313390985356455,-0.08295809799723082,0.4116350118331673,-0.10363092655466383,1.3094022645622325,0.38689532898694823,-0.16675841377340783
79,0,0.8861110992238831,-0.8262931216789716,-0.4556499081090549,-0.36981223610701236,0.13175705518985267,-0.3897312785144387,-0.11676529760115051,0.23509326146399157
80,0,0.8596070607443157,-0.8023981818304902,1.1709260377111335,0.1458721269739876,-0.6586100288755247,1.0719815268318347,0.904392292537993,0.10136523628182116
81,0,0.5177367127803395,0.4604199810880067,0.3627538151640994,0.07200001932013615,0.7941985188041947,1.4436268720029115,0.15977050947972637,-0.06283599475544072
82,0,-0.07729798557960321,1.8592608728752649,-0.23089276683823076,1.4613540434613885,-0.598991119788286,0.3521719063026919,0.1764562118540971,0.2761018056025071
83,0,0.2983055405302002,0.5718234110515062,0.5405567062282278,0.3818323851249618,-0.08527902593736132,0.8045843298094937,0.5304601959358421,-0.010874843442366004
84,0,-1.4887092375057127,0.5471226414394958,0.3329016167077587,-0.7470136872704928,-0.48166118902111366,-1.660174850327432,0.31043820460565663,-0.23723708880683814
